x_bin,y_bin,2_week_period,lag_crime_count,y_true,y_pred,CATEGORY,CALL GROUPS,occ_date
87,89,201708,13.0,True,0,OTHER,PROPERTY CRIME,2017-04-17
87,89,201709,13.0,True,0,OTHER,PROPERTY CRIME,2017-05-05
87,89,201711,13.0,True,0,OTHER,PROPERTY CRIME,2017-05-25
87,89,201708,13.0,True,0,OTHER,PROPERTY CRIME,2017-04-20
87,89,201711,13.0,True,0,OTHER,TRAFFIC,2017-05-26
87,89,201711,13.0,True,0,OTHER,PROPERTY CRIME,2017-05-21
87,89,201705,13.0,True,0,OTHER,TRAFFIC,2017-03-01
87,89,201710,13.0,True,0,OTHER,TRAFFIC,2017-05-15
88,92,201709,18.0,True,0,STREET CRIMES,DISORDER,2017-04-26
88,92,201706,18.0,True,0,STREET CRIMES,DISORDER,2017-03-14
88,92,201707,18.0,True,0,STREET CRIMES,DISORDER,2017-03-31
88,92,201706,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-03-15
88,92,201708,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-04-10
88,92,201705,18.0,True,0,STREET CRIMES,DISORDER,2017-03-01
88,92,201706,18.0,True,0,STREET CRIMES,DISORDER,2017-03-13
88,92,201707,18.0,True,0,STREET CRIMES,DISORDER,2017-04-04
88,92,201711,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-05-24
88,92,201707,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-03-27
88,92,201706,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-03-17
88,92,201710,18.0,True,0,STREET CRIMES,PERSON CRIME,2017-05-11
88,92,201710,18.0,True,0,OTHER, SUSPICIOUS,2017-05-20
88,92,201709,18.0,True,0,OTHER, SUSPICIOUS,2017-04-23
88,92,201709,18.0,True,0,OTHER, SUSPICIOUS,2017-04-25
88,92,201706,18.0,True,0,OTHER,DISORDER,2017-03-21
88,92,201706,18.0,True,0,OTHER,DISORDER,2017-03-24
88,92,201705,18.0,True,0,OTHER,DISORDER,2017-03-08
88,92,201707,18.0,True,0,OTHER,DISORDER,2017-04-04
88,92,201711,18.0,True,0,OTHER,DISORDER,2017-05-26
88,92,201707,18.0,True,0,OTHER,DISORDER,2017-03-29
88,92,201706,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-18
88,92,201709,18.0,True,0,OTHER,DISORDER,2017-05-02
88,92,201709,18.0,True,0,OTHER,DISORDER,2017-05-03
88,92,201707,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-26
88,92,201708,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-19
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-06
88,92,201710,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-07
88,92,201710,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-14
88,92,201705,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-09
88,92,201707,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-27
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-25
88,92,201705,18.0,True,0,OTHER,PROPERTY CRIME,2017-03-10
88,92,201706,18.0,True,0,OTHER,PROPERTY CRIME,2017-03-24
88,92,201705,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-03
88,92,201706,18.0,True,0,OTHER,PROPERTY CRIME,2017-03-13
88,92,201706,18.0,True,0,OTHER,PROPERTY CRIME,2017-03-18
88,92,201710,18.0,True,0,OTHER,PROPERTY CRIME,2017-05-11
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-25
88,92,201708,18.0,True,0,OTHER,PROPERTY CRIME,2017-04-22
88,92,201709,18.0,True,0,OTHER,PROPERTY CRIME,2017-05-01
88,92,201705,18.0,True,0,OTHER, SUSPICIOUS,2017-03-07
88,92,201705,18.0,True,0,OTHER, SUSPICIOUS,2017-03-09
88,92,201710,18.0,True,0,OTHER, SUSPICIOUS,2017-05-20
88,92,201705,18.0,True,0,OTHER,DISORDER,2017-03-05
88,92,201706,18.0,True,0,OTHER,DISORDER,2017-03-19
88,92,201706,18.0,True,0,OTHER,DISORDER,2017-03-14
88,92,201706,18.0,True,0,OTHER,DISORDER,2017-03-15
88,92,201710,18.0,True,0,OTHER,DISORDER,2017-05-12
88,92,201710,18.0,True,0,OTHER,DISORDER,2017-05-14
88,92,201710,18.0,True,0,OTHER,DISORDER,2017-05-11
88,92,201710,18.0,True,0,OTHER,DISORDER,2017-05-12
88,92,201710,18.0,True,0,OTHER,DISORDER,2017-05-20
88,92,201705,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-06
88,92,201705,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-10
88,92,201707,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-05
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-05
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-30
88,92,201706,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-03-16
88,92,201709,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-05
88,92,201710,18.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-10
88,92,201709,18.0,True,0,OTHER,PROPERTY CRIME,2017-04-29
88,92,201710,18.0,True,0,OTHER,PROPERTY CRIME,2017-05-11
88,92,201710,18.0,True,0,OTHER,PROPERTY CRIME,2017-05-13
88,92,201709,18.0,True,0,OTHER,TRAFFIC,2017-04-23
88,92,201708,18.0,True,0,OTHER,PROPERTY CRIME,2017-04-18
88,92,201709,18.0,True,0,OTHER,TRAFFIC,2017-05-05
42,131,201707,4.0,False,0,OTHER,DISORDER,2017-03-28
42,131,201707,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-26
42,131,201710,4.0,False,0,OTHER,DISORDER,2017-05-20
42,131,201710,4.0,False,0,OTHER, SUSPICIOUS,2017-05-16
42,131,201707,4.0,False,0,OTHER, SUSPICIOUS,2017-04-02
42,131,201710,4.0,False,0,OTHER,DISORDER,2017-05-20
42,131,201711,4.0,False,0,OTHER,DISORDER,2017-05-30
42,131,201707,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-30
42,131,201708,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-22
42,131,201710,4.0,False,0,OTHER,PROPERTY CRIME,2017-05-10
42,131,201711,4.0,False,0,OTHER,TRAFFIC,2017-05-23
142,81,201708,1.0,False,0,STREET CRIMES,DISORDER,2017-04-09
142,81,201710,1.0,False,0,STREET CRIMES,DISORDER,2017-05-13
142,81,201710,1.0,False,0,OTHER, SUSPICIOUS,2017-05-16
142,81,201710,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-20
142,81,201706,1.0,False,0,OTHER,PROPERTY CRIME,2017-03-12
142,81,201711,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-22
142,81,201710,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-09
142,81,201707,1.0,False,0,OTHER,TRAFFIC,2017-03-27
142,81,201710,1.0,False,0,OTHER,PROPERTY CRIME,2017-05-14
142,81,201710,1.0,False,0,OTHER, SUSPICIOUS,2017-05-14
142,81,201707,1.0,False,0,OTHER,DISORDER,2017-04-02
142,81,201710,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-10
142,81,201707,1.0,False,0,OTHER,PERSON CRIME,2017-04-04
142,81,201708,1.0,False,0,OTHER,PERSON CRIME,2017-04-09
142,81,201711,1.0,False,0,OTHER,PROPERTY CRIME,2017-05-22
142,81,201711,1.0,False,0,BURGLARY, SUSPICIOUS,2017-05-31
87,84,201707,4.0,False,0,STREET CRIMES,DISORDER,2017-04-03
87,84,201707,4.0,False,0,STREET CRIMES,DISORDER,2017-04-01
87,84,201710,4.0,False,0,STREET CRIMES,PERSON CRIME,2017-05-08
87,84,201705,4.0,False,0,STREET CRIMES,PERSON CRIME,2017-03-01
87,84,201710,4.0,False,0,OTHER, SUSPICIOUS,2017-05-08
87,84,201706,4.0,False,0,OTHER,DISORDER,2017-03-13
87,84,201705,4.0,False,0,OTHER,DISORDER,2017-03-03
87,84,201706,4.0,False,0,OTHER,DISORDER,2017-03-21
87,84,201707,4.0,False,0,OTHER,DISORDER,2017-04-06
87,84,201710,4.0,False,0,OTHER,DISORDER,2017-05-13
87,84,201706,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-17
87,84,201711,4.0,False,0,OTHER,DISORDER,2017-05-31
87,84,201707,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-03
87,84,201709,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-03
87,84,201708,4.0,False,0,OTHER,TRAFFIC,2017-04-14
87,84,201707,4.0,False,0,OTHER,TRAFFIC,2017-04-07
87,84,201707,4.0,False,0,OTHER,DISORDER,2017-04-02
87,84,201708,4.0,False,0,OTHER, SUSPICIOUS,2017-04-19
87,84,201709,4.0,False,0,OTHER, SUSPICIOUS,2017-04-28
87,84,201706,4.0,False,0,OTHER,DISORDER,2017-03-20
87,84,201709,4.0,False,0,OTHER,DISORDER,2017-04-29
87,84,201711,4.0,False,0,OTHER,DISORDER,2017-05-31
87,84,201707,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-28
87,84,201706,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-20
87,84,201706,4.0,False,0,OTHER,PROPERTY CRIME,2017-03-16
87,84,201710,4.0,False,0,OTHER,PROPERTY CRIME,2017-05-12
87,84,201708,4.0,False,0,MOTOR VEHICLE THEFT,PROPERTY CRIME,2017-04-19
117,83,201706,1.0,False,0,STREET CRIMES,DISORDER,2017-03-17
117,83,201705,1.0,False,0,OTHER, SUSPICIOUS,2017-03-08
117,83,201710,1.0,False,0,OTHER,DISORDER,2017-05-08
117,83,201705,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-07
117,83,201707,1.0,False,0,OTHER,PROPERTY CRIME,2017-03-29
117,83,201711,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-28
117,83,201711,1.0,False,0,MOTOR VEHICLE THEFT,PROPERTY CRIME,2017-05-25
155,62,201708,3.0,False,0,STREET CRIMES,DISORDER,2017-04-22
155,62,201711,3.0,False,0,STREET CRIMES,PERSON CRIME,2017-05-22
155,62,201710,3.0,False,0,STREET CRIMES,DISORDER,2017-05-14
155,62,201711,3.0,False,0,STREET CRIMES,DISORDER,2017-05-27
155,62,201710,3.0,False,0,STREET CRIMES,DISORDER,2017-05-11
155,62,201710,3.0,False,0,STREET CRIMES,PERSON CRIME,2017-05-13
155,62,201707,3.0,False,0,OTHER, SUSPICIOUS,2017-03-28
155,62,201711,3.0,False,0,OTHER,DISORDER,2017-05-31
155,62,201706,3.0,False,0,OTHER,DISORDER,2017-03-14
155,62,201707,3.0,False,0,OTHER,DISORDER,2017-03-30
155,62,201708,3.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-21
155,62,201711,3.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-31
155,62,201705,3.0,False,0,OTHER,PERSON CRIME,2017-03-10
155,62,201711,3.0,False,0,OTHER,PROPERTY CRIME,2017-05-22
155,62,201705,3.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-08
155,62,201710,3.0,False,0,OTHER,PROPERTY CRIME,2017-05-20
155,62,201705,3.0,False,0,OTHER,PROPERTY CRIME,2017-03-01
155,62,201707,3.0,False,0,OTHER,PROPERTY CRIME,2017-03-31
108,69,201707,1.0,False,0,STREET CRIMES,DISORDER,2017-04-02
108,69,201706,1.0,False,0,STREET CRIMES,PERSON CRIME,2017-03-13
108,69,201707,1.0,False,0,OTHER,DISORDER,2017-04-01
108,69,201711,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-22
108,69,201708,1.0,False,0,OTHER,PROPERTY CRIME,2017-04-10
108,69,201709,1.0,False,0,OTHER,PROPERTY CRIME,2017-04-28
108,69,201709,1.0,False,0,OTHER,PROPERTY CRIME,2017-05-02
108,69,201707,1.0,False,0,OTHER,PROPERTY CRIME,2017-04-02
108,69,201706,1.0,False,0,OTHER,PROPERTY CRIME,2017-03-13
134,49,201708,2.0,False,0,OTHER,DISORDER,2017-04-21
134,49,201706,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-14
134,49,201705,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-11
134,49,201705,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-03
134,49,201709,2.0,False,0,OTHER,PROPERTY CRIME,2017-04-24
134,49,201711,2.0,False,0,OTHER,DISORDER,2017-05-30
134,49,201708,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-21
134,49,201705,2.0,False,0,OTHER,PROPERTY CRIME,2017-03-02
134,49,201708,2.0,False,0,OTHER,PROPERTY CRIME,2017-04-10
77,110,201709,2.0,False,0,STREET CRIMES,DISORDER,2017-05-04
77,110,201705,2.0,False,0,STREET CRIMES,DISORDER,2017-03-01
77,110,201707,2.0,False,0,OTHER,DISORDER,2017-04-04
77,110,201706,2.0,False,0,OTHER,DISORDER,2017-03-12
77,110,201705,2.0,False,0,OTHER,PROPERTY CRIME,2017-03-08
77,110,201709,2.0,False,0,OTHER,PROPERTY CRIME,2017-05-03
77,110,201710,2.0,False,0,MOTOR VEHICLE THEFT,PROPERTY CRIME,2017-05-16
111,62,201709,2.0,False,0,OTHER, SUSPICIOUS,2017-04-30
111,62,201708,2.0,False,0,OTHER,DISORDER,2017-04-14
111,62,201709,2.0,False,0,OTHER,DISORDER,2017-04-27
111,62,201711,2.0,False,0,OTHER,DISORDER,2017-05-26
111,62,201705,2.0,False,0,OTHER,DISORDER,2017-03-01
111,62,201705,2.0,False,0,OTHER,DISORDER,2017-03-07
111,62,201705,2.0,False,0,OTHER,DISORDER,2017-03-09
111,62,201710,2.0,False,0,OTHER,DISORDER,2017-05-10
61,132,201706,4.0,False,0,STREET CRIMES,DISORDER,2017-03-19
61,132,201709,4.0,False,0,STREET CRIMES,DISORDER,2017-04-28
61,132,201708,4.0,False,0,STREET CRIMES,DISORDER,2017-04-11
61,132,201706,4.0,False,0,STREET CRIMES,PERSON CRIME,2017-03-14
61,132,201705,4.0,False,0,STREET CRIMES,DISORDER,2017-03-06
61,132,201708,4.0,False,0,STREET CRIMES,PERSON CRIME,2017-04-15
61,132,201710,4.0,False,0,OTHER,DISORDER,2017-05-07
61,132,201708,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-22
61,132,201709,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-03
61,132,201709,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-29
61,132,201708,4.0,False,0,OTHER,PERSON CRIME,2017-04-10
61,132,201708,4.0,False,0,OTHER,DISORDER,2017-04-13
61,132,201708,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-14
61,132,201709,4.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-28
61,132,201706,4.0,False,0,OTHER,PROPERTY CRIME,2017-03-14
61,132,201710,4.0,False,0,OTHER,PROPERTY CRIME,2017-05-09
61,132,201709,4.0,False,0,OTHER,PROPERTY CRIME,2017-05-06
127,61,201709,3.0,True,0,STREET CRIMES,DISORDER,2017-04-28
127,61,201711,3.0,True,0,STREET CRIMES,DISORDER,2017-05-24
127,61,201711,3.0,True,0,STREET CRIMES,DISORDER,2017-05-27
127,61,201707,3.0,True,0,STREET CRIMES,DISORDER,2017-03-26
127,61,201710,3.0,True,0,STREET CRIMES,PERSON CRIME,2017-05-20
127,61,201709,3.0,True,0,STREET CRIMES,DISORDER,2017-05-04
127,61,201711,3.0,True,0,STREET CRIMES,DISORDER,2017-05-30
127,61,201710,3.0,True,0,STREET CRIMES,DISORDER,2017-05-09
127,61,201707,3.0,True,0,OTHER, SUSPICIOUS,2017-04-06
127,61,201711,3.0,True,0,OTHER, SUSPICIOUS,2017-05-26
127,61,201708,3.0,True,0,OTHER, SUSPICIOUS,2017-04-16
127,61,201708,3.0,True,0,OTHER,DISORDER,2017-04-16
127,61,201708,3.0,True,0,OTHER,DISORDER,2017-04-17
127,61,201711,3.0,True,0,OTHER,DISORDER,2017-05-28
127,61,201706,3.0,True,0,OTHER,DISORDER,2017-03-14
127,61,201707,3.0,True,0,OTHER,DISORDER,2017-04-06
127,61,201707,3.0,True,0,OTHER,DISORDER,2017-04-06
127,61,201711,3.0,True,0,OTHER,DISORDER,2017-05-30
127,61,201710,3.0,True,0,OTHER, SUSPICIOUS,2017-05-19
127,61,201707,3.0,True,0,OTHER, SUSPICIOUS,2017-03-28
127,61,201708,3.0,True,0,OTHER,DISORDER,2017-04-18
127,61,201708,3.0,True,0,OTHER,DISORDER,2017-04-18
127,61,201708,3.0,True,0,OTHER, SUSPICIOUS,2017-04-14
127,61,201711,3.0,True,0,OTHER, SUSPICIOUS,2017-05-31
127,61,201705,3.0,True,0,OTHER,DISORDER,2017-03-09
127,61,201705,3.0,True,0,OTHER,DISORDER,2017-03-02
127,61,201711,3.0,True,0,OTHER,DISORDER,2017-05-24
127,61,201711,3.0,True,0,OTHER,DISORDER,2017-05-26
127,61,201708,3.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-04-10
127,61,201709,3.0,True,0,OTHER,NON CRIMINAL/ADMIN,2017-05-02
127,61,201707,3.0,True,0,MOTOR VEHICLE THEFT,PROPERTY CRIME,2017-04-02
127,61,201708,3.0,True,0,MOTOR VEHICLE THEFT,PROPERTY CRIME,2017-04-18
118,43,201707,3.0,False,0,STREET CRIMES,DISORDER,2017-04-01
118,43,201710,3.0,False,0,STREET CRIMES,DISORDER,2017-05-10
118,43,201705,3.0,False,0,OTHER, SUSPICIOUS,2017-03-10
118,43,201709,3.0,False,0,OTHER, SUSPICIOUS,2017-04-24
118,43,201711,3.0,False,0,OTHER, SUSPICIOUS,2017-05-27
118,43,201711,3.0,False,0,OTHER, SUSPICIOUS,2017-05-23
118,43,201705,3.0,False,0,OTHER, SUSPICIOUS,2017-03-06
118,43,201706,3.0,False,0,OTHER, SUSPICIOUS,2017-03-13
118,43,201708,3.0,False,0,OTHER, SUSPICIOUS,2017-04-13
118,43,201711,3.0,False,0,OTHER, SUSPICIOUS,2017-05-22
118,43,201707,3.0,False,0,OTHER,DISORDER,2017-04-08
118,43,201709,3.0,False,0,OTHER,DISORDER,2017-05-05
118,43,201710,3.0,False,0,OTHER,DISORDER,2017-05-08
118,43,201710,3.0,False,0,OTHER,DISORDER,2017-05-14
118,43,201711,3.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-22
118,43,201705,3.0,False,0,OTHER, SUSPICIOUS,2017-03-03
118,43,201708,3.0,False,0,OTHER, SUSPICIOUS,2017-04-17
118,43,201710,3.0,False,0,OTHER,DISORDER,2017-05-08
118,43,201709,3.0,False,0,OTHER,PROPERTY CRIME,2017-05-05
118,43,201711,3.0,False,0,OTHER,PROPERTY CRIME,2017-05-27
118,43,201708,3.0,False,0,OTHER,PROPERTY CRIME,2017-04-17
167,68,201711,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-27
167,68,201709,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-01
167,68,201709,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-28
167,68,201709,2.0,False,0,OTHER,PROPERTY CRIME,2017-04-28
167,68,201708,2.0,False,0,OTHER,PROPERTY CRIME,2017-04-10
117,58,201710,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-09
117,58,201709,1.0,False,0,OTHER, SUSPICIOUS,2017-04-23
117,58,201709,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-06
117,58,201710,1.0,False,0,OTHER,TRAFFIC,2017-05-07
117,58,201705,1.0,False,0,OTHER,TRAFFIC,2017-03-04
138,48,201705,2.0,False,0,OTHER, SUSPICIOUS,2017-03-10
138,48,201711,2.0,False,0,OTHER,DISORDER,2017-05-28
138,48,201707,2.0,False,0,OTHER,DISORDER,2017-03-29
138,48,201708,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-04-19
138,48,201707,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-28
138,48,201711,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-28
138,48,201710,2.0,False,0,OTHER,TRAFFIC,2017-05-08
138,48,201711,2.0,False,0,OTHER,PROPERTY CRIME,2017-05-30
138,48,201707,2.0,False,0,OTHER,TRAFFIC,2017-04-01
138,48,201708,2.0,False,0,OTHER,TRAFFIC,2017-04-10
138,48,201705,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-08
138,48,201710,2.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-13
138,48,201709,2.0,False,0,OTHER,PROPERTY CRIME,2017-05-04
138,48,201710,2.0,False,0,OTHER,PROPERTY CRIME,2017-05-19
138,48,201709,2.0,False,0,OTHER,TRAFFIC,2017-05-03
138,48,201709,2.0,False,0,BURGLARY, SUSPICIOUS,2017-05-04
106,72,201708,3.0,False,0,OTHER, SUSPICIOUS,2017-04-13
106,72,201705,3.0,False,0,OTHER,DISORDER,2017-03-03
106,72,201705,3.0,False,0,OTHER,TRAFFIC,2017-03-03
106,72,201705,3.0,False,0,OTHER,DISORDER,2017-03-04
106,72,201706,3.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-15
71,90,201709,1.0,False,0,OTHER,DISORDER,2017-04-26
71,90,201710,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-05-07
71,90,201705,1.0,False,0,OTHER,PROPERTY CRIME,2017-03-04
71,90,201709,1.0,False,0,OTHER,TRAFFIC,2017-04-28
71,90,201705,1.0,False,0,OTHER, SUSPICIOUS,2017-03-05
71,90,201707,1.0,False,0,OTHER, SUSPICIOUS,2017-04-03
71,90,201706,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-24
71,90,201706,1.0,False,0,OTHER,NON CRIMINAL/ADMIN,2017-03-14
71,90,201711,1.0,False,0,OTHER,PROPERTY CRIME,2017-05-26
126,43,201708,1.0,False,0,STREET CRIMES,DISORDER,2017-04-22
126,43,201710,1.0,False,0,OTHER, SUSPICIOUS,2017-05-08
